simulation_id,final_portfolio_value,annual_return,annual_volatility,sharpe_ratio,var_95,cvar_95,weight_aapl,weight_amzn,weight_googl,weight_gs,weight_jpm,weight_meta,weight_msft,weight_nvda,weight_spy,weight_tsla
17,1413718.3403281441,0.3847609131317269,0.27707330557393484,1.3164780070608184,-0.025594082165957092,-0.03387672788451316,0.13730499547469557,0.08999056696949238,0.060701389673631374,0.22818656442103485,0.0022993427932502023,0.022786111885620297,0.012136355161976198,0.24693189554174894,0.0994416551876965,0.10022112289085372
18,1338096.025863833,0.3142981996988986,0.21416408472039644,1.3741715847599838,-0.019331669292664312,-0.025586045117680478,0.20681248358818036,0.0864548110516791,0.1663220803731206,0.10720054976237621,0.06544459732398314,0.11509391786284952,0.08500802798552907,0.021911369727789957,0.11310592744831563,0.03264623487617665
19,1052580.4969956083,0.0827072611911534,0.25112418651618185,0.24970617948467777,-0.02660899805440849,-0.030409373904617176,0.04847940835455028,0.12500360992825962,0.14779184342663004,0.04565839725142554,0.20567122610084956,0.10776037804286512,0.1266961735368438,0.1135551751987397,0.058448158964755505,0.020935629195080706
20,1347245.321743947,0.3327936691793052,0.2627724080137395,1.1903596406626917,-0.028270253156628976,-0.03587178040197661,0.0505323451261504,0.013279796357919038,0.12318564167039597,0.11659955731623455,0.15554004205864994,0.07036724913263408,0.13183583450634812,0.15120401993802196,0.02577587834901321,0.16167963554463266
21,800791.2355204221,-0.18601364699504302,0.2684672744280501,-0.7673696819619451,-0.028804619274128803,-0.03336073150725673,0.1542441290555088,0.08012252288031682,0.21508422072322028,0.011743077815061521,0.12988180679370023,0.03174972197764655,0.022873495575071418,0.1386460114161162,0.11196435844905814,0.1036906553143001
22,1150150.2494984167,0.1646365810242889,0.22261262881299312,0.6497231616890505,-0.02273864548688575,-0.024770720742603478,0.12079034623967652,0.07109859687551155,0.06290495047829102,0.12713666609266736,0.17567947793219113,0.04389962628154522,0.13460390747527434,0.11867483591458146,0.09311105759405612,0.05210053511620544
23,1338871.739823133,0.3182433453527723,0.22923730350420668,1.3010244876977421,-0.022028384246814057,-0.026988325138801415,0.034723439912274626,0.0006476521070966116,0.06612337060793241,0.03099368421483835,0.17211476269193274,0.15653713228692728,0.20852782369804268,0.13517252164333157,0.15872559949872325,0.03643401333890043
24,1679335.3136294158,0.5462795634782347,0.23401158848429737,2.248946588017153,-0.022841330316985983,-0.027101935481376817,0.11721533852217654,0.140589566701233,0.03276660550974736,0.07069658754255187,0.08652814111705184,0.03741767757197241,0.13055875467522088,0.11703528669829416,0.1255870510560175,0.14160499060573434
25,942192.1008721852,-0.030168426449957715,0.2423809256630394,-0.20698174294334698,-0.024232069822212238,-0.030056062104417244,0.17525485524623846,0.05447710532425822,0.09886455751427485,0.11179056695888864,0.1828693708802396,0.05825762943675036,0.02623172681254014,0.04736432314471756,0.15834976405599074,0.08654010062610136
26,1843982.0112683778,0.6491552641227291,0.27021855511069076,2.3283199921819047,-0.026302462619119425,-0.033347226545393724,0.11638409967484963,0.12741169494389296,0.01727289688399506,0.07083243247232128,0.049066809676075296,0.06094849129827728,0.1426822756343249,0.14303656992389907,0.1371974952274341,0.13516723426493044
27,1417055.2701040236,0.3783878314455912,0.24325065457503117,1.473327305415516,-0.023717240035175162,-0.028590178975619277,0.15157824008840817,0.15068149311464948,0.18376898163535055,0.15114272573821813,0.03093530193438182,0.014510417645683317,0.07417153024233904,0.07590711436934656,0.12494512561828304,0.04235906961333983
28,1266590.239704981,0.2614825998897855,0.22368825403998416,1.079549755199129,-0.020242868859578298,-0.028667247856760128,0.054700401658282695,0.024943099490084896,0.18958820274427687,0.017158404206959285,0.14698607820129422,0.12679182150774804,0.12721855663663223,0.04259039176280548,0.19696698135320606,0.07305606243871023
29,1092045.5175527753,0.12321810675980166,0.265300029208813,0.3890617994563449,-0.025724421166353026,-0.03225731743310363,0.16041054596519405,0.1662047872976391,0.08536508491708472,0.09493568714029049,0.0027634673769818706,0.05825394646408505,0.08570936802950427,0.14708630413474927,0.14891369409290645,0.05035711458156481
30,1161881.731444206,0.17818905601727586,0.23723740986592728,0.6667964218066412,-0.023086346542046336,-0.0291153193585848,0.16100106771819409,0.014301511844335585,0.1520162929510346,0.1282396835960405,0.09261602765194656,0.028416726465958688,0.028951796585730778,0.1468211139638066,0.15338115757188442,0.09425462165106835
